Section,Siman,Commentary,Total Blocks,Translated,Pending,Percent Complete
"Yoreh De'ah",33,"Yad Avraham",8,0,8,0%
"Yoreh De'ah",33,"Yad Ephraim",6,0,6,0%
"Yoreh De'ah",34,"Baer Hetev",17,0,17,0%
"Yoreh De'ah",34,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",34,"Biur HaGRA",7,0,7,0%
"Yoreh De'ah",34,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",34,"kereti",21,0,21,0%
"Yoreh De'ah",34,"Kol Yaakov",10,0,10,0%
"Yoreh De'ah",34,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",34,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",34,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",34,"Peleti",5,0,5,0%
"Yoreh De'ah",34,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",34,"Siftei Kohen (Shach)",22,0,22,0%
"Yoreh De'ah",34,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",34,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",35,"Baer Hetev",37,0,37,0%
"Yoreh De'ah",35,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",35,"Biur HaGRA",25,0,25,0%
"Yoreh De'ah",35,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",35,"kereti",27,0,27,0%
"Yoreh De'ah",35,"Kol Yaakov",94,0,94,0%
"Yoreh De'ah",35,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",35,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",35,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",35,"Peleti",7,0,7,0%
"Yoreh De'ah",35,"Pitchei Teshuva",10,0,10,0%
"Yoreh De'ah",35,"Rabbi Akiva Eiger (YD)",10,0,10,0%
"Yoreh De'ah",35,"Siftei Kohen (Shach)",47,0,47,0%
"Yoreh De'ah",35,"Turei Zahav (Taz)",17,0,17,0%
"Yoreh De'ah",35,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",35,"Yad Ephraim",10,0,10,0%
"Yoreh De'ah",36,"Baer Hetev",29,0,29,0%
"Yoreh De'ah",36,"Be'er HaGolah",17,0,17,0%
"Yoreh De'ah",36,"Biur HaGRA",28,0,28,0%
"Yoreh De'ah",36,"kaf-hachayim",17,0,17,0%
"Yoreh De'ah",36,"kereti",29,0,29,0%
"Yoreh De'ah",36,"Kol Yaakov",101,0,101,0%
"Yoreh De'ah",36,"mateh-yehonatan",6,0,6,0%
"Yoreh De'ah",36,"Mechaber and Rama",17,0,17,0%
"Yoreh De'ah",36,"nekudot-hakesef",10,0,10,0%
"Yoreh De'ah",36,"Peleti",17,0,17,0%
"Yoreh De'ah",36,"Pitchei Teshuva",17,0,17,0%
"Yoreh De'ah",36,"Rabbi Akiva Eiger (YD)",17,0,17,0%
"Yoreh De'ah",36,"Siftei Kohen (Shach)",35,0,35,0%
"Yoreh De'ah",36,"Turei Zahav (Taz)",21,0,21,0%
"Yoreh De'ah",36,"Yad Avraham",6,0,6,0%
"Yoreh De'ah",36,"Yad Ephraim",6,0,6,0%
"Yoreh De'ah",37,"Baer Hetev",23,0,23,0%
"Yoreh De'ah",37,"Be'er HaGolah",7,0,7,0%
"Yoreh De'ah",37,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",37,"kaf-hachayim",7,0,7,0%
"Yoreh De'ah",37,"kereti",13,0,13,0%
"Yoreh De'ah",37,"mateh-yehonatan",3,0,3,0%
"Yoreh De'ah",37,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",37,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",37,"Peleti",3,0,3,0%
"Yoreh De'ah",37,"Pitchei Teshuva",5,0,5,0%
"Yoreh De'ah",37,"Rabbi Akiva Eiger (YD)",7,0,7,0%
"Yoreh De'ah",37,"Siftei Kohen (Shach)",35,0,35,0%
"Yoreh De'ah",37,"Turei Zahav (Taz)",17,0,17,0%
"Yoreh De'ah",37,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",37,"Yad Ephraim",6,0,6,0%
"Yoreh De'ah",38,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",38,"Be'er HaGolah",16,0,16,0%
"Yoreh De'ah",38,"Biur HaGRA",8,0,8,0%
"Yoreh De'ah",38,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",38,"kereti",8,0,8,0%
"Yoreh De'ah",38,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",38,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",38,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",38,"Peleti",2,0,2,0%
"Yoreh De'ah",38,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",38,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",38,"Siftei Kohen (Shach)",9,0,9,0%
"Yoreh De'ah",38,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",38,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",38,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",39,"Baer Hetev",39,0,39,0%
"Yoreh De'ah",39,"Be'er HaGolah",25,0,25,0%
"Yoreh De'ah",39,"Biur HaGRA",38,0,38,0%
"Yoreh De'ah",39,"kaf-hachayim",26,0,26,0%
"Yoreh De'ah",39,"kereti",20,0,20,0%
"Yoreh De'ah",39,"Kol Yaakov",25,0,25,0%
"Yoreh De'ah",39,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",39,"Mechaber and Rama",25,0,25,0%
"Yoreh De'ah",39,"nekudot-hakesef",8,0,8,0%
"Yoreh De'ah",39,"Peleti",8,0,8,0%
"Yoreh De'ah",39,"Pitchei Teshuva",25,0,25,0%
"Yoreh De'ah",39,"Rabbi Akiva Eiger (YD)",7,0,7,0%
"Yoreh De'ah",39,"Siftei Kohen (Shach)",47,0,47,0%
"Yoreh De'ah",39,"Turei Zahav (Taz)",24,0,24,0%
"Yoreh De'ah",39,"Yad Avraham",5,0,5,0%
"Yoreh De'ah",39,"Yad Ephraim",12,0,12,0%
"Yoreh De'ah",40,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",40,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",40,"Biur HaGRA",10,0,10,0%
"Yoreh De'ah",40,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",40,"kereti",7,0,7,0%
"Yoreh De'ah",40,"mateh-yehonatan",4,0,4,0%
"Yoreh De'ah",40,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",40,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",40,"Peleti",5,0,5,0%
"Yoreh De'ah",40,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",40,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",40,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",40,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",40,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",41,"Baer Hetev",16,0,16,0%
"Yoreh De'ah",41,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",41,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",41,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",41,"kereti",14,0,14,0%
"Yoreh De'ah",41,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",41,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",41,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",41,"Peleti",9,0,9,0%
"Yoreh De'ah",41,"Pitchei Teshuva",10,0,10,0%
"Yoreh De'ah",41,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",41,"Siftei Kohen (Shach)",16,0,16,0%
"Yoreh De'ah",41,"Turei Zahav (Taz)",11,0,11,0%
"Yoreh De'ah",41,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",41,"Yad Ephraim",4,0,4,0%
"Yoreh De'ah",42,"Baer Hetev",9,0,9,0%
"Yoreh De'ah",42,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",42,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",42,"kaf-hachayim",9,0,9,0%
"Yoreh De'ah",42,"kereti",12,0,12,0%
"Yoreh De'ah",42,"Kol Yaakov",9,0,9,0%
"Yoreh De'ah",42,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",42,"Mechaber and Rama",9,0,9,0%
"Yoreh De'ah",42,"Peleti",6,0,6,0%
"Yoreh De'ah",42,"Pitchei Teshuva",9,0,9,0%
"Yoreh De'ah",42,"Siftei Kohen (Shach)",14,0,14,0%
"Yoreh De'ah",42,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",42,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",42,"Yad Ephraim",9,0,9,0%
"Yoreh De'ah",43,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",43,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",43,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",43,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",43,"kereti",13,0,13,0%
"Yoreh De'ah",43,"mateh-yehonatan",4,0,4,0%
"Yoreh De'ah",43,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",43,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",43,"Peleti",8,0,8,0%
"Yoreh De'ah",43,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",43,"Siftei Kohen (Shach)",10,0,10,0%
"Yoreh De'ah",43,"Turei Zahav (Taz)",9,0,9,0%
"Yoreh De'ah",43,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",43,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",44,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",44,"Be'er HaGolah",17,0,17,0%
"Yoreh De'ah",44,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",44,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",44,"kereti",16,0,16,0%
"Yoreh De'ah",44,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",44,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",44,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",44,"Peleti",10,0,10,0%
"Yoreh De'ah",44,"Pitchei Teshuva",9,0,9,0%
"Yoreh De'ah",44,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",44,"Siftei Kohen (Shach)",20,0,20,0%
"Yoreh De'ah",44,"Turei Zahav (Taz)",16,0,16,0%
"Yoreh De'ah",44,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",44,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",45,"Baer Hetev",3,0,3,0%
"Yoreh De'ah",45,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",45,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",45,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",45,"kereti",5,0,5,0%
"Yoreh De'ah",45,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",45,"Peleti",2,0,2,0%
"Yoreh De'ah",45,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",45,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",45,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",45,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",45,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",46,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",46,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",46,"Biur HaGRA",15,0,15,0%
"Yoreh De'ah",46,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",46,"kereti",16,0,16,0%
"Yoreh De'ah",46,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",46,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",46,"Peleti",7,0,7,0%
"Yoreh De'ah",46,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",46,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",46,"Siftei Kohen (Shach)",17,0,17,0%
"Yoreh De'ah",46,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",46,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",46,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",47,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",47,"Be'er HaGolah",5,0,5,0%
"Yoreh De'ah",47,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",47,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",47,"kereti",8,0,8,0%
"Yoreh De'ah",47,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",47,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",47,"Peleti",4,0,4,0%
"Yoreh De'ah",47,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",47,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",47,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",47,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",47,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",47,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",48,"Baer Hetev",29,0,29,0%
"Yoreh De'ah",48,"Be'er HaGolah",12,0,12,0%
"Yoreh De'ah",48,"Biur HaGRA",27,0,27,0%
"Yoreh De'ah",48,"kaf-hachayim",12,0,12,0%
"Yoreh De'ah",48,"kereti",27,0,27,0%
"Yoreh De'ah",48,"mateh-yehonatan",8,0,8,0%
"Yoreh De'ah",48,"Mechaber and Rama",12,0,12,0%
"Yoreh De'ah",48,"nekudot-hakesef",7,0,7,0%
"Yoreh De'ah",48,"Peleti",13,0,13,0%
"Yoreh De'ah",48,"Pitchei Teshuva",12,0,12,0%
"Yoreh De'ah",48,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",48,"Siftei Kohen (Shach)",42,0,42,0%
"Yoreh De'ah",48,"Turei Zahav (Taz)",19,0,19,0%
"Yoreh De'ah",48,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",48,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",49,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",49,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",49,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",49,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",49,"kereti",7,0,7,0%
"Yoreh De'ah",49,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",49,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",49,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",49,"Pitchei Teshuva",5,0,5,0%
"Yoreh De'ah",49,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",49,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",49,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",49,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",50,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",50,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",50,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",50,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",50,"kereti",7,0,7,0%
"Yoreh De'ah",50,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",50,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",50,"Peleti",2,0,2,0%
"Yoreh De'ah",50,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",50,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",50,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",50,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",50,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",51,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",51,"Be'er HaGolah",7,0,7,0%
"Yoreh De'ah",51,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",51,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",51,"kereti",7,0,7,0%
"Yoreh De'ah",51,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",51,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",51,"Peleti",3,0,3,0%
"Yoreh De'ah",51,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",51,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",51,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",51,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",51,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",51,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",52,"Baer Hetev",14,0,14,0%
"Yoreh De'ah",52,"Be'er HaGolah",15,0,15,0%
"Yoreh De'ah",52,"Biur HaGRA",13,0,13,0%
"Yoreh De'ah",52,"kaf-hachayim",7,0,7,0%
"Yoreh De'ah",52,"kereti",10,0,10,0%
"Yoreh De'ah",52,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",52,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",52,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",52,"Peleti",6,0,6,0%
"Yoreh De'ah",52,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",52,"Siftei Kohen (Shach)",19,0,19,0%
"Yoreh De'ah",52,"Turei Zahav (Taz)",11,0,11,0%
"Yoreh De'ah",52,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",52,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",53,"Baer Hetev",13,0,13,0%
"Yoreh De'ah",53,"Be'er HaGolah",8,0,8,0%
"Yoreh De'ah",53,"Biur HaGRA",10,0,10,0%
"Yoreh De'ah",53,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",53,"kereti",15,0,15,0%
"Yoreh De'ah",53,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",53,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",53,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",53,"Peleti",2,0,2,0%
"Yoreh De'ah",53,"Pitchei Teshuva",5,0,5,0%
"Yoreh De'ah",53,"Rabbi Akiva Eiger (YD)",5,0,5,0%
"Yoreh De'ah",53,"Siftei Kohen (Shach)",17,0,17,0%
"Yoreh De'ah",53,"Turei Zahav (Taz)",10,0,10,0%
"Yoreh De'ah",53,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",53,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",54,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",54,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",54,"Biur HaGRA",8,0,8,0%
"Yoreh De'ah",54,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",54,"kereti",9,0,9,0%
"Yoreh De'ah",54,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",54,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",54,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",54,"Peleti",2,0,2,0%
"Yoreh De'ah",54,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",54,"Siftei Kohen (Shach)",9,0,9,0%
"Yoreh De'ah",54,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",54,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",54,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",55,"Baer Hetev",17,0,17,0%
"Yoreh De'ah",55,"Be'er HaGolah",13,0,13,0%
"Yoreh De'ah",55,"Biur HaGRA",25,0,25,0%
"Yoreh De'ah",55,"kaf-hachayim",13,0,13,0%
"Yoreh De'ah",55,"kereti",19,0,19,0%
"Yoreh De'ah",55,"mateh-yehonatan",4,0,4,0%
"Yoreh De'ah",55,"Mechaber and Rama",13,0,13,0%
"Yoreh De'ah",55,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",55,"Peleti",8,0,8,0%
"Yoreh De'ah",55,"Pitchei Teshuva",13,0,13,0%
"Yoreh De'ah",55,"Rabbi Akiva Eiger (YD)",8,0,8,0%
"Yoreh De'ah",55,"Siftei Kohen (Shach)",21,0,21,0%
"Yoreh De'ah",55,"Turei Zahav (Taz)",12,0,12,0%
"Yoreh De'ah",55,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",55,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",56,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",56,"Be'er HaGolah",20,0,20,0%
"Yoreh De'ah",56,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",56,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",56,"kereti",6,0,6,0%
"Yoreh De'ah",56,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",56,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",56,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",56,"Peleti",1,0,1,0%
"Yoreh De'ah",56,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",56,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",56,"Siftei Kohen (Shach)",13,0,13,0%
"Yoreh De'ah",56,"Turei Zahav (Taz)",8,0,8,0%
"Yoreh De'ah",56,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",56,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",57,"Baer Hetev",35,0,35,0%
"Yoreh De'ah",57,"Be'er HaGolah",21,0,21,0%
"Yoreh De'ah",57,"Biur HaGRA",47,0,47,0%
"Yoreh De'ah",57,"kaf-hachayim",21,0,21,0%
"Yoreh De'ah",57,"kereti",17,0,17,0%
"Yoreh De'ah",57,"mateh-yehonatan",5,0,5,0%
"Yoreh De'ah",57,"Mechaber and Rama",21,0,21,0%
"Yoreh De'ah",57,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",57,"Peleti",10,0,10,0%
"Yoreh De'ah",57,"Pitchei Teshuva",21,0,21,0%
"Yoreh De'ah",57,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",57,"Siftei Kohen (Shach)",51,0,51,0%
"Yoreh De'ah",57,"Turei Zahav (Taz)",23,0,23,0%
"Yoreh De'ah",57,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",57,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",58,"Baer Hetev",12,0,12,0%
"Yoreh De'ah",58,"Be'er HaGolah",12,0,12,0%
"Yoreh De'ah",58,"Biur HaGRA",19,0,19,0%
"Yoreh De'ah",58,"kaf-hachayim",12,0,12,0%
"Yoreh De'ah",58,"kereti",17,0,17,0%
"Yoreh De'ah",58,"mateh-yehonatan",3,0,3,0%
"Yoreh De'ah",58,"Mechaber and Rama",12,0,12,0%
"Yoreh De'ah",58,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",58,"Peleti",6,0,6,0%
"Yoreh De'ah",58,"Pitchei Teshuva",7,0,7,0%
"Yoreh De'ah",58,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",58,"Siftei Kohen (Shach)",18,0,18,0%
"Yoreh De'ah",58,"Turei Zahav (Taz)",12,0,12,0%
"Yoreh De'ah",58,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",58,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",59,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",59,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",59,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",59,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",59,"kereti",3,0,3,0%
"Yoreh De'ah",59,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",59,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",59,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",59,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",59,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",60,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",60,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",60,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",60,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",60,"kereti",4,0,4,0%
"Yoreh De'ah",60,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",60,"Peleti",1,0,1,0%
"Yoreh De'ah",60,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",60,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",60,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",60,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",60,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",61,"Baer Hetev",22,0,22,0%
"Yoreh De'ah",61,"Be'er HaGolah",33,0,33,0%
"Yoreh De'ah",61,"Biur HaGRA",31,0,31,0%
"Yoreh De'ah",61,"kaf-hachayim",33,0,33,0%
"Yoreh De'ah",61,"kereti",39,0,39,0%
"Yoreh De'ah",61,"Mechaber and Rama",33,0,33,0%
"Yoreh De'ah",61,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",61,"Peleti",14,0,14,0%
"Yoreh De'ah",61,"Pitchei Teshuva",15,0,15,0%
"Yoreh De'ah",61,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",61,"Siftei Kohen (Shach)",19,0,19,0%
"Yoreh De'ah",61,"Turei Zahav (Taz)",32,0,32,0%
"Yoreh De'ah",61,"Yad Avraham",5,0,5,0%
"Yoreh De'ah",61,"Yad Ephraim",12,0,12,0%
"Yoreh De'ah",62,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",62,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",62,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",62,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",62,"kereti",6,0,6,0%
"Yoreh De'ah",62,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",62,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",62,"Peleti",6,0,6,0%
"Yoreh De'ah",62,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",62,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",62,"Siftei Kohen (Shach)",14,0,14,0%
"Yoreh De'ah",62,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",62,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",63,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",63,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",63,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",63,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",63,"kereti",15,0,15,0%
"Yoreh De'ah",63,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",63,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",63,"Peleti",3,0,3,0%
"Yoreh De'ah",63,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",63,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",63,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",63,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",63,"Yad Avraham",1,0,1,0%
