Section,Siman,Commentary,Total Blocks,Translated,Pending,Percent Complete
"Yoreh De'ah",388,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",388,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",388,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",388,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",388,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",388,"Siftei Kohen (Shach)",1,0,1,0%
"Yoreh De'ah",388,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",389,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",389,"Be'er HaGolah",8,0,8,0%
"Yoreh De'ah",389,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",389,"Mechaber and Rama",8,0,8,0%
"Yoreh De'ah",389,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",389,"Siftei Kohen (Shach)",9,0,9,0%
"Yoreh De'ah",389,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",390,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",390,"Be'er HaGolah",18,0,18,0%
"Yoreh De'ah",390,"Biur HaGRA",12,0,12,0%
"Yoreh De'ah",390,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",390,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",390,"Pitchei Teshuva",5,0,5,0%
"Yoreh De'ah",390,"Rabbi Akiva Eiger (YD)",7,0,7,0%
"Yoreh De'ah",390,"Siftei Kohen (Shach)",4,0,4,0%
"Yoreh De'ah",390,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",391,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",391,"Be'er HaGolah",7,0,7,0%
"Yoreh De'ah",391,"Biur HaGRA",8,0,8,0%
"Yoreh De'ah",391,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",391,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",391,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",391,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",391,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",391,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",391,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",392,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",392,"Be'er HaGolah",12,0,12,0%
"Yoreh De'ah",392,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",392,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",392,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",392,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",392,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",392,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",392,"Turei Zahav (Taz)",6,0,6,0%
"Yoreh De'ah",393,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",393,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",393,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",393,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",393,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",393,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",393,"Siftei Kohen (Shach)",7,0,7,0%
"Yoreh De'ah",394,"Baer Hetev",1,0,1,0%
"Yoreh De'ah",394,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",394,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",394,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",394,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",394,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",395,"Baer Hetev",3,0,3,0%
"Yoreh De'ah",395,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",395,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",395,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",395,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",395,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",395,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",395,"Siftei Kohen (Shach)",3,0,3,0%
"Yoreh De'ah",395,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",396,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",396,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",396,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",396,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",396,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",396,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",396,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",396,"Siftei Kohen (Shach)",3,0,3,0%
"Yoreh De'ah",396,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",397,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",397,"Be'er HaGolah",2,0,2,0%
"Yoreh De'ah",397,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",397,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",397,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",397,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",397,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",397,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",397,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",397,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",398,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",398,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",398,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",398,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",398,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",398,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",399,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",399,"Be'er HaGolah",14,0,14,0%
"Yoreh De'ah",399,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",399,"Mechaber and Rama",14,0,14,0%
"Yoreh De'ah",399,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",399,"Pitchei Teshuva",10,0,10,0%
"Yoreh De'ah",399,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",399,"Siftei Kohen (Shach)",19,0,19,0%
"Yoreh De'ah",399,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",399,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",400,"Baer Hetev",3,0,3,0%
"Yoreh De'ah",400,"Be'er HaGolah",2,0,2,0%
"Yoreh De'ah",400,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",400,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",400,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",400,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",400,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",400,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",401,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",401,"Be'er HaGolah",7,0,7,0%
"Yoreh De'ah",401,"Biur HaGRA",8,0,8,0%
"Yoreh De'ah",401,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",401,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",401,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",401,"Siftei Kohen (Shach)",4,0,4,0%
"Yoreh De'ah",402,"Baer Hetev",13,0,13,0%
"Yoreh De'ah",402,"Be'er HaGolah",12,0,12,0%
"Yoreh De'ah",402,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",402,"Mechaber and Rama",12,0,12,0%
"Yoreh De'ah",402,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",402,"Pitchei Teshuva",8,0,8,0%
"Yoreh De'ah",402,"Rabbi Akiva Eiger (YD)",5,0,5,0%
"Yoreh De'ah",402,"Siftei Kohen (Shach)",12,0,12,0%
"Yoreh De'ah",402,"Turei Zahav (Taz)",9,0,9,0%
"Yoreh De'ah",403,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",403,"Be'er HaGolah",18,0,18,0%
"Yoreh De'ah",403,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",403,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",403,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",403,"Siftei Kohen (Shach)",4,0,4,0%
